season,n,position,n_adp,k,rho_model,top_model,pts_top_model,rho_model_no_bonus,top_model_no_bonus,pts_top_model_no_bonus,rho_b2_prior_points,top_b2_prior_points,pts_top_b2_prior_points,rho_b3_wavg_ppg,top_b3_wavg_ppg,pts_top_b3_wavg_ppg,rho_b1_adp,mae_games_x,bias_games_x,mae_naive_games,mae_carries,bias_carries,mae_naive_carries,mae_rush_yards,bias_rush_yards,mae_naive_rush_yards,mae_rush_tds,bias_rush_tds,mae_naive_rush_tds,mae_targets,bias_targets,mae_naive_targets,mae_receptions,bias_receptions,mae_naive_receptions,mae_rec_yards,bias_rec_yards,mae_naive_rec_yards,bonus_actual_rec,bonus_actual_rush,bonus_actual_pass,bonus_pred_total,bonus_actual_total,top_b1_adp,pts_top_b1_adp,adpsub_rho_model,adpsub_top_model,adpsub_pts_top_model,adpsub_rho_model_no_bonus,adpsub_top_model_no_bonus,adpsub_pts_top_model_no_bonus,adpsub_rho_b2_prior_points,adpsub_top_b2_prior_points,adpsub_pts_top_b2_prior_points,adpsub_rho_b3_wavg_ppg,adpsub_top_b3_wavg_ppg,adpsub_pts_top_b3_wavg_ppg,adpsub_rho_b1_adp,adpsub_top_b1_adp,adpsub_pts_top_b1_adp,arm,mae_games_y,bias_games_y,n_returning,mae_games_returning,bias_games_returning,rho_returning,mae_attempts,bias_attempts,mae_naive_attempts,mae_pass_yards,bias_pass_yards,mae_naive_pass_yards,mae_pass_tds,bias_pass_tds,mae_naive_pass_tds,mae_interceptions,bias_interceptions,mae_naive_interceptions,mae_rec_tds,bias_rec_tds,mae_naive_rec_tds
2022,82,QB,14,10,0.7283573136224376,0.3,276.832,0.7292974962739075,0.4,295.476,0.7168849582263956,0.5,301.484,0.6061011471986932,0.2,249.17,0.3322334243638211,2.968268895548276,-0.1807370028951471,3.1463414634146343,12.344122599213996,-3.426983436381399,13.158536585365853,63.46278018944236,-18.371169024686868,64.79268292682927,,,,,,,,,,,,,0.0,11.0,162.0,215.63713319842586,173.0,0.7,270.22200000000004,0.410989010989011,0.7,281.20799999999997,0.4945054945054946,0.7,281.20799999999997,0.45494505494505494,0.7,279.408,0.3406593406593406,0.7,265.23,0.3322334243638211,0.7,270.22200000000004,E,2.968268895548276,-0.1807370028951471,34,2.5617164922004214,-0.5827533526480265,0.1210861306229854,92.5941732413407,2.3768313838906323,95.97560975609755,663.5179304340096,41.0321909585712,695.3536585365854,4.630411397108334,0.981990485216996,5.073170731707317,2.4583800615262503,0.13104134923549418,3.0365853658536586,,,
2023,87,QB,24,10,0.5866212447295494,0.3,215.30600000000004,0.5862338898844303,0.3,215.30600000000004,0.529996688233915,0.4,244.16200000000003,0.4695871369879191,0.3,197.636,0.11007180938638823,3.997987947316977,0.10331514458828533,4.425287356321839,14.123880408412461,0.19894271924824872,16.091954022988507,62.7034663959521,9.57365287772575,77.94252873563218,,,,,,,,,,,,,0.0,2.0,149.0,207.38853574456894,151.0,0.5,255.57999999999998,0.1243478260869565,0.5,233.24000000000007,0.1243478260869565,0.5,233.24000000000007,0.19565217391304346,0.5,244.16200000000003,0.1652173913043478,0.4,224.24,0.11007180938638823,0.5,255.57999999999998,E,3.997987947316977,0.10331514458828533,38,3.412495566121415,-1.2507546430217567,0.11909095272948551,127.17238783780066,13.32668149600205,145.1494252873563,945.9994933419798,99.87557990804162,1029.471264367816,5.945822750494273,0.9570990948471501,5.988505747126437,3.3106965922671967,0.3888183433222409,3.8160919540229883,,,
2024,91,QB,23,10,0.7142037761310326,0.4,261.386,0.7123573341038066,0.4,261.386,0.5316679849407927,0.4,279.772,0.4831447349286656,0.4,253.55199999999996,0.30548693796512577,3.419966235172246,-0.050305270458799324,4.186813186813187,14.996549247924928,-1.4705825524842968,18.384615384615383,80.92516215945005,-17.550857818050485,98.15384615384616,,,,,,,,,,,,,0.0,2.0,137.5,198.459491279311,139.5,0.6,275.074,0.4229249011857708,0.5,271.61,0.4229249011857708,0.5,271.61,0.24530180149995037,0.6,279.772,0.32616754146218147,0.6,272.25999999999993,0.30548693796512577,0.6,275.074,E,3.419966235172246,-0.050305270458799324,39,2.1579856879629933,-0.5175519542288255,0.5126695982897111,109.29496307532006,11.826952796612604,136.47252747252747,782.8294076452682,71.599555603938,936.7582417582418,5.390707638704665,-0.02406704652112055,5.967032967032967,3.356974054962301,0.589554412101707,4.021978021978022,,,
2014,87,TE,0,10,0.6893604127400336,0.5,126.22,0.6893604127400336,0.5,126.22,0.6037211048467278,0.6,123.88999999999999,0.4835083714695828,0.6,118.02000000000002,,3.84757168986813,-0.3681624248351855,4.045977011494253,,,,,,,,,,19.378594792885796,1.5295100288361885,20.735632183908045,12.962787593535767,0.8358415928089429,12.873563218390805,149.13058411500967,11.304170486746646,160.31034482758622,24.5,0.0,0.0,12.995072319681205,24.5,,,,,,,,,,,,,,,,,,A,3.84757168986813,-0.3681624248351855,15,3.635923799528024,0.3373681891884315,0.5549424485091438,,,,,,,,,,,,,1.5222676994334798,0.09825535974932802,1.839080459770115
2015,84,TE,0,10,0.5656587739250327,0.5,133.25,0.5656587739250327,0.5,133.25,0.5572188480793734,0.5,146.56,0.42327320086306375,0.4,129.69,,3.884230854101813,-0.5862453621875288,3.9285714285714284,,,,,,,,,,22.614333334750704,-4.84992084856581,22.11904761904762,15.100323010687347,-3.0720881837899867,15.380952380952381,178.5437853949584,-33.121594674284665,171.32142857142858,38.0,0.0,0.0,21.67340149608211,38.0,,,,,,,,,,,,,,,,,,A,3.884230854101813,-0.5862453621875288,11,2.9780821433189075,-0.6971939511806472,0.4054424270396915,,,,,,,,,,,,,1.7945800059417705,-0.008494043964040642,2.2023809523809526
2016,89,TE,0,10,0.6508436596073692,0.6,127.52000000000001,0.6512635200457852,0.6,127.52000000000001,0.5690218474363445,0.6,121.00999999999999,0.5100881678691896,0.6,136.07,,4.200822524451014,0.3975688382975123,4.943820224719101,,,,,,,,,,22.06957282795214,-1.6469283136617916,23.573033707865168,14.692500233326616,-1.6313981432570974,15.426966292134832,164.57876684245716,-22.894832326169375,178.1123595505618,32.5,0.0,0.0,26.79513645893257,32.5,,,,,,,,,,,,,,,,,,A,4.200822524451014,0.3975688382975123,10,4.303957556628211,-0.25181151808862035,0.020483662259967568,,,,,,,,,,,,,1.4630675200157635,0.09732489896548176,1.8426966292134832
2017,99,TE,0,10,0.6242513590609834,0.5,110.83,0.62370270916388,0.5,110.83,0.48055743869217177,0.6,106.07000000000001,0.33874398432301667,0.6,113.9,,4.362890153456419,-0.8369095493866174,4.646464646464646,,,,,,,,,,19.478541681098257,-0.10289442172898469,23.848484848484848,12.643461135158075,0.1660321483932808,15.696969696969697,137.92151633391657,2.023959953867866,173.65656565656565,18.0,0.0,0.0,27.222349061310332,18.0,,,,,,,,,,,,,,,,,,A,4.362890153456419,-0.8369095493866174,20,3.907693652401053,-0.6399366816471526,0.08893471678278102,,,,,,,,,,,,,1.3913182740702261,-0.09880596872739776,1.707070707070707
2018,99,TE,12,10,0.5603755275549314,0.5,118.7,0.5604752817681786,0.5,118.7,0.4524007170072258,0.4,114.84,0.2659432904575931,0.4,102.29999999999998,0.6409817185295869,4.275484718351495,0.681776224558353,5.292929292929293,,,,,,,,,,20.861048868601813,2.9076086467598596,24.848484848484848,13.951297568550062,0.8460382034171335,16.373737373737374,158.11128594583707,-2.331299996977107,185.5050505050505,33.5,0.0,0.0,23.117225754012946,33.5,1.0,147.52,0.4125874125874127,1.0,147.52,0.4125874125874127,1.0,147.52,0.5454545454545455,1.0,147.52,0.5874125874125874,1.0,147.52,0.6409817185295869,1.0,147.52,A,4.275484718351495,0.681776224558353,12,2.404051323272243,1.1760929468493206,-0.07488827099757085,,,,,,,,,,,,,1.3986019029013113,0.1798732252885839,1.494949494949495
2019,100,TE,11,10,0.5543038471913546,0.5,122.97,0.5521099525391137,0.5,122.97,0.46573783357454346,0.5,105.88,0.366968171650557,0.4,108.97,0.5818181818181819,4.406398454456609,-0.07125660659289611,4.77,,,,,,,,,,18.522840676070373,0.5920971966338235,21.55,12.91285732147023,-0.19456061403542818,14.45,147.0446186472332,2.827135918331079,167.38,23.0,0.0,0.0,25.428744186660985,23.0,0.9,125.51000000000002,0.4272727272727273,0.9,121.31000000000002,0.4272727272727273,0.9,121.31000000000002,0.5284751751907181,0.9,127.10999999999999,0.6090909090909091,0.9,127.11000000000001,0.5818181818181819,0.9,125.51000000000002,A,4.406398454456609,-0.07125660659289611,23,4.224913685738194,-1.231913001645136,0.18473591140423512,,,,,,,,,,,,,1.3512815801248184,-0.006002732801007078,1.56
2020,94,TE,16,10,0.6311004481298703,0.3,133.546,0.63095552415161,0.4,135.39600000000002,0.5593624282125254,0.3,132.33599999999998,0.5272030560311741,0.4,136.43599999999998,0.07358353721315752,4.374987974023733,-0.6583994567496951,4.659574468085107,,,,,,,,,,19.461541917556886,-2.9398393547008106,21.46808510638298,13.101178266508828,-2.179309730016312,15.053191489361701,141.5097710009424,-17.1469210101551,153.5531914893617,27.0,0.0,0.0,24.753195248163102,27.0,0.7,137.946,0.36470588235294116,0.7,138.566,0.3764705882352941,0.7,138.566,0.3235294117647059,0.6,137.21599999999998,0.15,0.6,134.88600000000002,0.07358353721315752,0.7,137.946,A,4.374987974023733,-0.6583994567496951,15,5.341976133481824,-2.4520244900406234,0.7002186247515697,,,,,,,,,,,,,1.520433205169273,-0.4047187655180967,1.8936170212765957
2021,97,TE,19,10,0.6679124035247671,0.4,146.802,0.6682624035978019,0.4,146.802,0.542420239186442,0.3,123.172,0.4734574095423547,0.6,152.502,0.3543859649122807,4.3281023463560455,-0.1700701321079043,5.11340206185567,,,,,,,,,,19.595983827089835,-1.0782119710595803,22.515463917525775,13.739428693322232,-1.491996864569327,15.690721649484535,149.8186486072735,-13.850936299566557,164.35051546391753,31.0,1.0,0.0,26.56088355880951,32.0,0.7,145.14000000000001,0.4052631578947368,0.6,140.07,0.4052631578947368,0.6,140.07,-0.12988153948893946,0.5,123.08999999999999,0.49144366293112235,0.7,148.32,0.3543859649122807,0.7,145.14000000000001,A,4.3281023463560455,-0.1700701321079043,14,3.5027362766662695,-1.6394852767757755,0.7820769917766881,,,,,,,,,,,,,1.5184416381483212,0.1373714483157735,1.8144329896907216
2022,99,TE,12,10,0.7215513047110859,0.7,130.51000000000002,0.7218689739002354,0.7,130.51000000000002,0.5425227896356883,0.5,117.35000000000002,0.3887545291584053,0.4,110.00999999999999,0.2027972027972028,3.6145691118549412,0.09045371693581061,4.383838383838384,,,,,,,,,,17.28106039720412,0.19986019169558755,20.95959595959596,12.045908627724945,-0.4471997158048008,14.434343434343434,129.18030764268704,1.4358672456495256,159.65656565656565,19.0,0.0,0.0,26.40939250248092,19.0,0.8,134.18,0.34965034965034975,0.8,137.2,0.35664335664335667,0.8,137.2,0.2027972027972028,0.9,138.27,0.1258741258741259,0.8,134.18,0.2027972027972028,0.8,134.18,A,3.6145691118549412,0.09045371693581061,18,2.4579949317292407,1.1553521637774211,0.5602962506968002,,,,,,,,,,,,,1.2739753938568348,0.060654536177496755,1.5252525252525253
2023,98,TE,19,10,0.7600962636563237,0.6,130.64000000000001,0.759993498471915,0.6,130.64000000000001,0.6096271726049142,0.6,133.1,0.43719548910009715,0.5,118.75999999999999,0.2614035087719298,3.7146564102704818,-0.41771092346202376,4.285714285714286,,,,,,,,,,18.473808898842204,-1.3645349038073884,19.53061224489796,13.345217544573043,-2.5195089725868103,13.816326530612244,138.0775188962928,-14.306462404791583,148.5,17.5,0.0,0.0,21.891935710506434,17.5,0.5,120.94000000000001,0.3298245614035088,0.7,129.26000000000002,0.3298245614035088,0.7,129.26000000000002,0.37911368283258007,0.7,133.1,0.2580079230388392,0.6,127.25999999999999,0.2614035087719298,0.5,120.94000000000001,A,3.7146564102704818,-0.41771092346202376,13,2.7340500919663544,0.3794695546817601,0.08545758309845101,,,,,,,,,,,,,1.1745703906087506,0.19529705042367915,1.5
2024,95,TE,17,10,0.7300135079932124,0.5,133.30400000000003,0.7300275394289668,0.5,133.30400000000003,0.6127041615602601,0.4,120.80400000000002,0.5613879891626942,0.4,118.88400000000001,0.6568026369626159,3.806343487178239,-0.39957537672408144,4.4526315789473685,,,,,,,,,,17.835560056501162,-1.7280305690158853,20.53684210526316,13.798533752136827,-2.7070229643101262,15.673684210526316,140.41657464151618,-18.23332747578406,168.44210526315788,23.0,1.0,0.0,21.54317792991821,24.0,0.8,146.11,0.3114654172182523,0.7,133.96,0.3114654172182523,0.7,133.96,0.08951565140524574,0.5,118.97999999999999,0.14224404880833572,0.5,116.4,0.6568026369626159,0.8,146.11,A,3.806343487178239,-0.39957537672408144,10,3.1223479318689944,1.3244126796020783,0.0521966726214374,,,,,,,,,,,,,1.3582834843234373,0.16753717193043466,1.431578947368421
2014,87,TE,0,10,0.6827464808303648,0.5,126.22000000000003,0.6827464808303648,0.5,126.22000000000003,0.6037211048467278,0.6,123.88999999999999,0.4835083714695828,0.6,118.02000000000002,,3.829060688805505,-0.41369282506648447,4.045977011494253,,,,,,,,,,19.604535614998078,1.510620627585183,20.735632183908045,13.124161300369794,0.8234937979285829,12.873563218390805,150.73487489647098,11.070303304969311,160.31034482758622,24.5,0.0,0.0,13.002915817960881,24.5,,,,,,,,,,,,,,,,,,B,3.829060688805505,-0.41369282506648447,15,3.624232775050342,0.013412161697318936,0.39335001139537007,,,,,,,,,,,,,1.5284502246690737,0.09612147993899377,1.839080459770115
2015,84,TE,0,10,0.5662281130698582,0.5,133.03,0.565150435402867,0.5,133.03,0.5572188480793734,0.5,146.56,0.42327320086306375,0.4,129.69,,3.870755684965888,-0.5039122283540869,3.9285714285714284,,,,,,,,,,22.42260108709301,-4.4883347047184,22.11904761904762,14.957776532159265,-2.8405449710261923,15.380952380952381,177.13373604983158,-30.631116869636827,171.32142857142858,38.0,0.0,0.0,21.841582509957092,38.0,,,,,,,,,,,,,,,,,,B,3.870755684965888,-0.5039122283540869,11,3.254105177487963,-0.6430415021348235,0.3108391940637636,,,,,,,,,,,,,1.783733713309979,0.01165496721225968,2.2023809523809526
2016,89,TE,0,10,0.6452312394611966,0.6,127.52000000000001,0.64485422192466,0.6,127.52000000000001,0.5690218474363445,0.6,121.00999999999999,0.5100881678691896,0.6,136.07,,4.220154870249771,0.4481729028759008,4.943820224719101,,,,,,,,,,22.316071960261056,-1.3423380201456863,23.573033707865168,14.798596486867668,-1.433863149755066,15.426966292134832,165.86390486472308,-20.687461143833474,178.1123595505618,32.5,0.0,0.0,27.141953822916694,32.5,,,,,,,,,,,,,,,,,,B,4.220154870249771,0.4481729028759008,10,4.27887828090997,-0.2759228738203765,0.08193464903987027,,,,,,,,,,,,,1.469062461687084,0.11770315765866303,1.8426966292134832
2017,99,TE,0,10,0.617879538665079,0.5,110.83,0.617879538665079,0.5,110.83,0.48055743869217177,0.6,106.07000000000001,0.33874398432301667,0.6,113.9,,4.3502991125334205,-0.7690991497903447,4.646464646464646,,,,,,,,,,19.533923904385933,0.26377667769590324,23.848484848484848,12.682560290929812,0.40167956564033097,15.696969696969697,138.46589434658478,4.7314772690728955,173.65656565656565,18.0,0.0,0.0,27.651889992221456,18.0,,,,,,,,,,,,,,,,,,B,4.3502991125334205,-0.7690991497903447,20,4.120844901451165,-0.6026277298015352,0.005928981118852068,,,,,,,,,,,,,1.3931039506102547,-0.07626860171855891,1.707070707070707
2018,99,TE,12,10,0.5698708817284068,0.5,118.7,0.5698708817284068,0.5,118.7,0.4524007170072258,0.4,114.84,0.2659432904575931,0.4,102.29999999999998,0.6409817185295869,4.24341440886636,0.6197338765282318,5.292929292929293,,,,,,,,,,20.760214280336374,2.7481268329959496,24.848484848484848,13.90040512014147,0.7473906915125522,16.373737373737374,157.3532989629444,-3.5144143334396865,185.5050505050505,33.5,0.0,0.0,23.062137201351195,33.5,1.0,147.52,0.4125874125874127,1.0,147.52,0.4125874125874127,1.0,147.52,0.5454545454545455,1.0,147.52,0.5874125874125874,1.0,147.52,0.6409817185295869,1.0,147.52,B,4.24341440886636,0.6197338765282318,12,2.3504908120672896,1.0827665448042931,-0.01248137849959514,,,,,,,,,,,,,1.3952216488282043,0.17107585966173153,1.494949494949495
2019,100,TE,11,10,0.54936455398258,0.5,122.97,0.5498009087200423,0.5,122.97,0.46573783357454346,0.5,105.88,0.366968171650557,0.4,108.97,0.5818181818181819,4.422289496026638,-0.08432623751676946,4.77,,,,,,,,,,18.532630629556703,0.5756194008393126,21.55,12.909645317472124,-0.20670382997965903,14.45,147.94150748295692,2.585704248191556,167.38,23.0,0.0,0.0,25.401241033974454,23.0,0.9,125.51000000000002,0.4272727272727273,0.9,121.31000000000002,0.4272727272727273,0.9,121.31000000000002,0.5284751751907181,0.9,127.10999999999999,0.6090909090909091,0.9,127.11000000000001,0.5818181818181819,0.9,125.51000000000002,B,4.422289496026638,-0.08432623751676946,23,4.214317872512941,-1.2812931110343404,0.10340563594325111,,,,,,,,,,,,,1.3517338727375252,-0.007837376642318141,1.56
2020,94,TE,16,10,0.6190645117353574,0.3,133.54600000000002,0.6187746637788368,0.3,133.54600000000002,0.5593624282125254,0.3,132.33599999999998,0.5272030560311741,0.4,136.43599999999998,0.07358353721315752,4.413840333195468,-0.5978066237208521,4.659574468085107,,,,,,,,,,19.44133911534737,-2.5827087152965738,21.46808510638298,13.1095595194107,-1.9383123778851266,15.053191489361701,142.1445857400764,-14.365925455419049,153.5531914893617,27.0,0.0,0.0,25.243593646484886,27.0,0.7,137.946,0.2647058823529412,0.7,137.64600000000002,0.2323529411764706,0.7,137.64600000000002,0.3235294117647059,0.6,137.21599999999998,0.15,0.6,134.88600000000002,0.07358353721315752,0.7,137.946,B,4.413840333195468,-0.5978066237208521,15,5.402056075510831,-2.41028640701663,0.6098678344610445,,,,,,,,,,,,,1.5343713515219264,-0.38668742559112657,1.8936170212765957
2021,97,TE,19,10,0.6624510816304316,0.4,146.802,0.6623652325559136,0.4,146.802,0.542420239186442,0.3,123.172,0.4734574095423547,0.6,152.502,0.3543859649122807,4.340064037492436,-0.23909689066230028,5.11340206185567,,,,,,,,,,19.60031479788549,-1.2529803625239324,22.515463917525775,13.770184627519317,-1.606583069552475,15.690721649484535,149.540547270357,-15.056968801070623,164.35051546391753,31.0,1.0,0.0,26.556579363748448,32.0,0.7,145.14000000000001,0.4052631578947368,0.6,140.07,0.4052631578947368,0.6,140.07,-0.12988153948893946,0.5,123.08999999999999,0.49144366293112235,0.7,148.32,0.3543859649122807,0.7,145.14000000000001,B,4.340064037492436,-0.23909689066230028,14,3.6296157513390535,-1.8597680261442362,0.7820769917766881,,,,,,,,,,,,,1.5201721231011307,0.12736092201953908,1.8144329896907216
2022,99,TE,12,10,0.7117907631542773,0.6,126.11999999999998,0.7122828389570774,0.7,130.51,0.5425227896356883,0.5,117.35000000000002,0.3887545291584053,0.4,110.00999999999999,0.2027972027972028,3.657379143363699,0.04849831264437808,4.383838383838384,,,,,,,,,,17.362064575314573,0.11064543069326,20.95959595959596,12.067664470800613,-0.5088723534403348,14.434343434343434,129.7845891885132,0.8258787686787041,159.65656565656565,19.0,0.0,0.0,26.454443905748402,19.0,0.8,134.18,0.25874125874125875,0.8,137.20000000000002,0.2867132867132868,0.8,137.2,0.2027972027972028,0.9,138.27,0.1258741258741259,0.8,134.18,0.2027972027972028,0.8,134.18,B,3.657379143363699,0.04849831264437808,18,2.4481380611368615,1.038343158537054,0.521114694704017,,,,,,,,,,,,,1.2755019128258078,0.05552574664451226,1.5252525252525253
2023,98,TE,19,10,0.759312679125206,0.6,130.64000000000001,0.7596081290303817,0.6,130.64000000000001,0.6096271726049142,0.6,133.1,0.43719548910009715,0.5,118.75999999999999,0.2614035087719298,3.7175379695621174,-0.42956585536952097,4.285714285714286,,,,,,,,,,18.462513461473765,-1.3832254854109054,19.53061224489796,13.339193928505342,-2.5325246214405586,13.816326530612244,138.0511805538257,-14.457746096820307,148.5,17.5,0.0,0.0,21.894563111970076,17.5,0.5,120.94000000000001,0.3298245614035088,0.7,129.26000000000002,0.3298245614035088,0.7,129.26000000000002,0.37911368283258007,0.7,133.1,0.2580079230388392,0.6,127.25999999999999,0.2614035087719298,0.5,120.94000000000001,B,3.7175379695621174,-0.42956585536952097,13,2.6962259576997445,0.34791344031041926,0.04458656509484401,,,,,,,,,,,,,1.1744028423636586,0.19419656260217327,1.5
2024,95,TE,17,10,0.7252849141439857,0.5,133.30400000000003,0.7265407276440029,0.5,133.30400000000003,0.6127041615602601,0.4,120.80400000000002,0.5613879891626942,0.4,118.88400000000001,0.6568026369626159,3.8121948873868705,-0.3996687234408991,4.4526315789473685,,,,,,,,,,17.904470316523977,-1.701536958475099,20.53684210526316,13.828256657754613,-2.690513251564064,15.673684210526316,140.552301167887,-18.058031966060835,168.44210526315788,23.0,1.0,0.0,21.559184774806283,24.0,0.8,146.11,0.3065604500179649,0.7,133.96,0.3065604500179649,0.7,133.96,0.08951565140524574,0.5,118.97999999999999,0.14224404880833572,0.5,116.4,0.6568026369626159,0.8,146.11,B,3.8121948873868705,-0.3996687234408991,10,3.1308842539877784,1.2934350553058604,0.0521966726214374,,,,,,,,,,,,,1.3608118910867613,0.16894283391073406,1.431578947368421
2014,87,TE,0,10,0.6890672744836492,0.5,126.22,0.6890672744836492,0.5,126.22,0.6037211048467278,0.6,123.88999999999999,0.4835083714695828,0.6,118.02000000000002,,3.84951793281504,-0.3671820482127028,4.045977011494253,,,,,,,,,,19.387203861651518,1.537323545059427,20.735632183908045,12.968121168264915,0.84082315316869,12.873563218390805,149.1677932372168,11.36181306512959,160.31034482758622,24.5,0.0,0.0,13.003473807853117,24.5,,,,,,,,,,,,,,,,,,C,3.84951793281504,-0.3671820482127028,15,3.6418196246811743,0.341647536533407,0.5549424485091438,,,,,,,,,,,,,1.5225721250679876,0.09875287346640908,1.839080459770115
2015,84,TE,0,10,0.5668991199191169,0.5,133.25,0.5668991199191169,0.5,133.25,0.5572188480793734,0.5,146.56,0.42327320086306375,0.4,129.69,,3.875346826855367,-0.6076420354271722,3.9285714285714284,,,,,,,,,,22.501500761786843,-4.965248020701553,22.11904761904762,15.038479187256742,-3.145841993234513,15.380952380952381,177.92934781232395,-33.91879285481197,171.32142857142858,38.0,0.0,0.0,21.702512623437734,38.0,,,,,,,,,,,,,,,,,,C,3.875346826855367,-0.6076420354271722,11,2.8171227996562322,-0.7856429273601865,0.4730161648796401,,,,,,,,,,,,,1.7896843338532382,-0.01678502827290433,2.2023809523809526
2016,89,TE,0,10,0.6490699634695712,0.6,130.91,0.6492241979163362,0.6,130.91,0.5690218474363445,0.6,121.00999999999999,0.5100881678691896,0.6,136.07,,4.212576878436228,0.4170713591180511,4.943820224719101,,,,,,,,,,22.1006625928896,-1.5966166984208192,23.573033707865168,14.715555886358732,-1.5988809587535007,15.426966292134832,164.7604751399815,-22.49659309167849,178.1123595505618,32.5,0.0,0.0,26.91220170186935,32.5,,,,,,,,,,,,,,,,,,C,4.212576878436228,0.4170713591180511,10,4.318684878756841,-0.19820222105915536,0.06827887419989188,,,,,,,,,,,,,1.4691632885350328,0.09961984117011595,1.8426966292134832
2017,99,TE,0,10,0.6239209221911372,0.5,110.83,0.6248561208793815,0.5,110.83,0.48055743869217177,0.6,106.07000000000001,0.33874398432301667,0.6,113.9,,4.353089956655725,-0.8237667285710562,4.646464646464646,,,,,,,,,,19.475614835571594,-0.07536510994584134,23.848484848484848,12.63916112353475,0.1840845253206422,15.696969696969697,137.68469907391417,2.261482974689747,173.65656565656565,18.0,0.0,0.0,27.30498646848116,18.0,,,,,,,,,,,,,,,,,,C,4.353089956655725,-0.8237667285710562,20,3.9148400411685964,-0.6178871413914953,0.05731348414890332,,,,,,,,,,,,,1.3925815593907087,-0.09776539775065066,1.707070707070707
2018,99,TE,12,10,0.5607371365779527,0.5,118.7,0.560830656152872,0.5,118.7,0.4524007170072258,0.4,114.84,0.2659432904575931,0.4,102.29999999999998,0.6409817185295869,4.28435815637079,0.6490962414089447,5.292929292929293,,,,,,,,,,20.815677914698274,2.7546976459293004,24.848484848484848,13.923739860480282,0.7475414487110071,16.373737373737374,157.94380855478553,-3.4214478590255673,185.5050505050505,33.5,0.0,0.0,23.058453750207175,33.5,1.0,147.52,0.4895104895104896,1.0,147.52,0.4265734265734266,1.0,147.52,0.5454545454545455,1.0,147.52,0.5874125874125874,1.0,147.52,0.6409817185295869,1.0,147.52,C,4.28435815637079,0.6490962414089447,12,2.2950636517456116,1.1303900898865893,-0.08320918999730094,,,,,,,,,,,,,1.395093708818922,0.17165268060637534,1.494949494949495
2019,100,TE,11,10,0.5579522576351368,0.5,119.85,0.5568371288616221,0.5,119.85,0.46573783357454346,0.5,105.88,0.366968171650557,0.4,108.97,0.5818181818181819,4.394245034659009,-0.0933526329741856,4.77,,,,,,,,,,18.424682940445116,0.5272824238590192,21.55,12.848614002770836,-0.23524479357548372,14.45,146.30021701118932,2.3990231623347493,167.38,23.0,0.0,0.0,25.4901086396291,23.0,0.9,125.51000000000002,0.4272727272727273,0.9,121.31000000000002,0.4272727272727273,0.9,121.31000000000002,0.5284751751907181,0.9,127.10999999999999,0.6090909090909091,0.9,127.11000000000001,0.5818181818181819,0.9,125.51000000000002,C,4.394245034659009,-0.0933526329741856,23,4.142055411868389,-1.3031822392052435,0.34391087909216095,,,,,,,,,,,,,1.3477849093209031,-0.00918312062220916,1.56
2020,94,TE,16,10,0.6393973458852692,0.3,133.546,0.6395132850678773,0.3,133.546,0.5593624282125254,0.3,132.33599999999998,0.5272030560311741,0.4,136.43599999999998,0.07358353721315752,4.337621818351294,-0.6787218006280968,4.659574468085107,,,,,,,,,,19.373970121612246,-2.992072300648352,21.46808510638298,13.042228809671629,-2.212540339238982,15.053191489361701,140.70125399232623,-17.476455348607878,153.5531914893617,27.0,0.0,0.0,24.797097942167003,27.0,0.7,137.946,0.3382352941176471,0.6,137.216,0.3382352941176471,0.6,137.216,0.3235294117647059,0.6,137.21599999999998,0.15,0.6,134.88600000000002,0.07358353721315752,0.7,137.946,C,4.337621818351294,-0.6787218006280968,15,5.300967265166478,-2.3976680907209262,0.6851601597031489,,,,,,,,,,,,,1.5117381932331744,-0.4068984679676247,1.8936170212765957
2021,97,TE,19,10,0.6740275428311966,0.3,135.292,0.6734398010630075,0.3,135.292,0.542420239186442,0.3,123.172,0.4734574095423547,0.6,152.502,0.3543859649122807,4.289999126035867,-0.241367338229252,5.11340206185567,,,,,,,,,,19.400844021185765,-1.398426207631494,22.515463917525775,13.656555010339389,-1.7038807600269597,15.690721649484535,148.8704467546203,-16.039758998457607,164.35051546391753,31.0,1.0,0.0,26.404709911719962,32.0,0.7,145.14000000000001,0.39122807017543854,0.6,137.15,0.39122807017543854,0.6,137.15,-0.12988153948893946,0.5,123.08999999999999,0.49144366293112235,0.7,148.32,0.3543859649122807,0.7,145.14000000000001,C,4.289999126035867,-0.241367338229252,14,3.411772288875571,-1.5962725650827945,0.7846738234662942,,,,,,,,,,,,,1.502052200692154,0.12040254822215567,1.8144329896907216
